GeneID,Tc_ant_1,Tc_ant_2,Tc_ant_3,Tc_ant_5,Tc_leg_1,Tc_leg_2,danaus_leg1,danaus_leg3,danaus_leg4,danaus_leg5,danaus_leg6,danaus_ant1,danaus_ant2,danaus_ant3,danaus_ant4,danaus_ant5,mel_an1,mel_an2,mel_an3,mel_an4,mel_an5,mel_an6,mel_leg1,mel_leg2,mel_leg3,mel_leg4
TC006277,5165,2358,5609,1018,191,1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006278,2812,1230,3046,488,86,627,136,134,90,4,2031,58,67,20,30,88,13,5,26,82,43,13,36,12,45,33
TC006280,936,527,1112,180,40,368,384,360,339,37,6081,144,106,274,69,229,10,8,19,47,2,1,2,0,2,3
TC006281,442,458,420,140,5,95,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,0,1,0,0,4
TC006282,1889,1244,2060,548,96,648,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006283,97,24,55,8,2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006284,59,55,55,8,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006286,3795,2628,4076,1076,149,953,2,3,3,0,7,0,0,0,0,1,1,0,2,80,1,52,33,9,0,8
TC006287,174,66,161,14,4,39,1934,1318,1729,153,24105,2985,3786,3114,1018,2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006290,0,0,0,0,0,0,9,6,7,0,33,7,0,29,10,30,20,122,28,46,18,13,47,1,44,59
TC006293,37,3,7,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006296,714,534,625,172,40,488,20015,24154,12728,1393,32276,41109,26188,23670,16617,28348,145,622,194,279,122,99,96,48,108,182
TC006298,4297,3363,4485,1141,20,203,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,2
TC006299,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006303,0,0,0,0,0,0,274,649,297,47,2149,1165,1843,1067,364,1237,193,1160,513,578,279,327,203,32,161,316
TC006309,2615,1124,2732,472,68,663,163,279,97,30,2655,380,349,274,243,334,1,0,0,0,0,0,0,0,0,1
TC006312,2029,1684,2511,420,87,711,125,225,179,19,3886,428,325,146,71,280,27,17,18,56,5,22,49,11,72,45
TC006313,4405,1267,3744,394,60,652,596,495,196,70,5150,455,870,494,68,590,25,65,55,64,13,14,34,10,28,40
TC006314,28,11,9,5,0,4,37,45,24,1,213,27,63,0,0,17,205,1116,443,400,220,378,172,77,173,341
TC006315,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006316,1794,17,98,2,0,1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006318,3124,1992,3359,791,204,1253,273,184,204,12,3164,170,69,87,68,170,1,0,5,0,0,0,1,0,0,0
TC006319,117,97,77,25,6,48,269,269,157,26,2747,496,189,357,168,398,570,1440,614,1598,1417,441,272,65,622,333
TC006323,4197,2558,4578,1125,339,2073,1312,1616,1220,106,12855,810,616,404,249,803,117,850,264,393,219,150,217,31,245,276
TC006324,110,91,69,32,0,40,5,1,0,0,0,0,0,0,0,0,50,89,42,39,21,10,51,13,60,66
TC006325,2720,1803,2854,487,49,524,5,1,0,0,0,0,0,0,0,0,50,89,42,39,21,10,51,13,60,66
TC006330,464,44,174,18,0,210,2260,2287,1521,749,22208,1428,726,784,656,2082,2,20,3,4,0,1,5,2,6,3
TC006331,925,924,571,205,42,312,149,114,112,10,585,263,237,82,77,223,78,216,99,198,177,70,74,16,281,107
TC006332,3283,3172,3157,948,98,806,82,49,22,6,289,168,57,43,4,135,103,480,128,143,81,90,65,46,64,132
TC006336,34,15,29,4,13,152,76,43,70,7,204,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TC006337,63,72,63,27,3,15,2878,2058,3233,210,13531,857,478,337,568,879,0,0,1,15,12,2,1,0,3,1
TC006339,1040,581,1034,231,6,151,76,34,47,1,484,93,62,41,56,43,134,313,167,173,90,118,65,35,94,185
TC006340,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006341,7,3,7,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006344,2440,1688,2174,550,99,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006347,0,0,0,0,0,0,153,253,53,14,188,0,12,0,0,46,48,139,102,109,95,59,30,14,55,77
TC006352,5634,5175,5248,1599,250,2628,614,768,421,60,4919,540,400,145,115,485,17,9,31,175,32,15,11,0,12,8
TC006353,46648,22973,45728,9268,1563,11012,1031,704,160,69,2601,249,156,56,130,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006354,5172,2003,5341,948,120,849,404,315,142,59,4417,1271,639,547,539,739,132,418,139,171,76,75,99,24,111,134
TC006355,452,472,474,161,4,54,0,0,0,0,0,0,0,0,0,0,5,14,16,9,14,3,22,6,12,11
TC006356,0,0,0,0,0,0,18,10,18,0,304,12,29,0,8,5,296,1319,442,420,426,400,334,138,482,411
TC006357,3811,2921,3994,1265,535,2801,5457,3110,7633,87,57807,1278,909,837,436,936,8,0,2,17,3,51,8,5,1,1
TC006358,40,18,20,14,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006359,2255,2191,1275,556,70,762,397,348,286,34,596,679,218,438,262,559,5,56,13,13,5,25,7,1,0,7
TC006360,4510,2308,4686,1027,120,1131,0,1,3,0,17,0,0,0,0,0,13,30,50,27,27,26,52,8,62,29
TC006361,1640,1037,1108,268,67,592,291,232,212,10,3043,185,153,20,48,111,48,519,180,143,91,74,42,11,45,32
TC006362,3184,1534,3096,621,176,1115,631,529,522,87,13099,539,348,292,222,361,0,0,0,0,0,0,0,0,0,0
TC006363,993,442,1011,240,36,200,145,163,164,20,2377,328,187,184,102,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006364,1,0,1,0,0,1,21,47,2,1,174,296,232,449,89,180,317,707,340,450,148,225,262,138,231,596
TC006365,35941,7190,39905,2486,1090,7770,12580,7226,9339,694,24791,3674,1894,1675,1459,3414,16,199,61,74,25,81,36,10,50,66
TC006370,30641,40839,21004,9249,1003,16046,383,536,246,10,273,268,91,114,83,121,124,793,308,1094,182,288,757,106,406,535
TC006371,236,107,233,25,9,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006372,1672,1230,1844,538,80,598,55,68,47,6,630,107,118,87,65,123,80,308,120,74,60,166,5408,2974,6666,13552
TC006374,213,271,182,77,21,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006375,22172,5769,24525,2837,478,3023,1291,1224,945,400,13729,998,713,321,512,1134,134,416,150,161,143,100,179,69,192,331
TC006378,10,25,30,14,3,22,0,0,0,0,0,0,0,0,0,3,133,518,229,288,187,111,163,39,218,199
TC006380,3130,2399,1898,584,139,1883,0,0,0,0,0,0,0,0,0,0,255,1211,795,1296,160,683,475,131,491,837
TC006381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006384,1153,1077,1019,339,42,453,382,387,270,32,1474,207,161,185,17,222,0,0,5,0,0,0,0,1,0,19
TC006385,2115,1023,2120,366,62,527,174,198,159,34,3991,301,182,51,90,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006386,1605,491,1954,416,131,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006388,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006389,371,366,297,88,18,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006390,2844,675,2911,248,56,434,237,381,145,48,4149,329,439,341,155,500,0,50,7,4,1,3,5,3,0,14
TC006391,68,20,33,5,3,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006393,56,19,38,8,0,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006394,32,604,11,154,106,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006397,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006398,47,0,163,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006399,20,0,25,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006400,297,79,47,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006401,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006402,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006407,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,1,2,3,0,3,1,0,2
TC006408,125,14,41,9,0,55,466,265,480,12,1872,81,50,39,0,74,0,0,0,0,0,0,0,0,0,0
TC006409,10938,4224,9871,1216,189,2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
TC006410,1116,622,1011,237,357,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006411,3241,1759,2610,530,96,928,1179,1106,810,90,6865,959,532,792,336,1122,259,1285,558,521,392,247,528,162,623,1207
TC006412,3848,2918,2811,764,95,1199,626,656,537,64,9515,854,715,760,361,791,0,19,1,2,3,1,1,0,2,5
TC006413,1760,2611,994,907,672,4621,388,138,182,7,934,111,118,69,77,41,2,40,1,5,4,6,0,1,2,1
TC006414,8810,10246,7894,3088,1466,12068,1406,1560,1213,76,6489,1270,611,631,535,957,476,1480,703,1339,522,384,1178,267,708,1283
TC006415,11,12,9,1,0,0,46,31,15,3,79,35,11,0,19,24,171,475,202,281,147,114,74,18,77,113
TC006419,636,4068,409,1154,503,5496,153,249,43,18,777,23,19,1,26,130,50,81,55,166,24,40,274,56,213,230
TC006424,14,29,17,15,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006425,1,0,1,0,0,0,982,919,572,64,7119,1049,454,526,297,923,0,0,1,1,2,0,3,0,9,27
TC006429,18970,7369,20036,3866,1385,9985,5592,6786,3693,272,31574,9531,6265,6549,3941,6781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006432,1598,2494,889,574,14,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006439,0,2,1,0,0,0,255,603,60,61,576,147,355,76,161,624,0,0,0,1,0,0,0,0,0,0
TC006440,111,92,99,22,8,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006441,1051,585,1142,168,81,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006442,4040,1365,4122,543,59,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006444,43838,12626,48904,4554,531,3547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006445,290,88,384,5,236,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006446,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006447,7331,4493,7937,2167,380,2582,1554,1198,1028,98,6623,1880,895,1104,562,1618,4,54,18,29,7,13,13,4,4,10
TC006449,144,136,206,59,1,0,0,0,0,0,0,0,0,0,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006451,282,104,278,61,12,85,10,7,6,0,77,0,0,0,0,9,8,69,18,36,13,12,1,3,6,9
TC006452,52,17,73,8,0,1,1983,1631,1402,207,15739,1947,2184,2897,835,1928,90,326,145,343,108,66,153,55,86,238
TC006453,3,0,1,0,0,0,0,7,0,0,41,0,0,26,0,4,1208,3374,1603,1951,913,845,1514,456,1052,2295
TC006455,12,62,3,0,0,7,0,7,0,0,41,0,0,26,0,4,1208,3374,1603,1951,913,845,1514,456,1052,2295
TC006456,10,70,10,0,1,14,0,7,0,0,41,0,0,26,0,4,1208,3374,1603,1951,913,845,1514,456,1052,2295
TC006457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006463,297,153,153,63,0,81,17,17,15,2,147,196,125,77,25,155,1872,4362,2189,5014,1029,1411,1023,411,1302,2295
TC006464,30,13,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006466,902,936,544,154,49,598,367,458,327,33,4357,242,312,229,153,292,0,0,0,0,0,0,0,0,0,1
TC006469,2218,1281,1876,661,117,744,78,61,75,7,466,123,20,122,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006470,2796,1763,2758,569,88,907,89,50,34,6,1254,75,37,18,54,35,151,493,201,224,180,180,123,45,153,314
TC006471,1424,1411,1185,419,7,47,157,100,99,4,405,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0
TC006472,2402,1864,2383,596,63,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006476,8540,7445,5976,1468,233,3139,2301,2053,1545,132,4372,2836,1286,1561,921,2502,23,117,71,62,32,18,118,86,187,294
TC006477,0,0,0,0,0,0,25,30,12,2,1,43,20,28,0,23,0,0,0,0,0,0,0,0,0,0
TC006481,41,30,17,8,1,11,40,59,7,3,212,13,13,0,0,22,26,65,41,49,22,30,15,4,17,28
TC006482,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006488,2866,2238,1789,582,107,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006489,1607,1378,1837,485,120,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC006492,16274,6498,13465,1913,460,3505,2240,2456,2412,834,28180,1559,1138,846,567,2269,71,184,104,191,84,90,98,25,121,110
TC006493,724,1489,701,480,1533,8070,160365,256283,137994,6011,2470553,168,293,406,13,229,264,1044,331,551,263,159,331,114,337,565
TC006494,0,0,0,0,0,0,1293,1226,1467,73,5273,816,568,847,152,644,27,80,27,25,52,14,6,6,22,27
TC006495,0,0,0,0,0,0,90,188,68,9,425,282,133,333,80,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006496,3111,1990,3122,710,175,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,201,62,79,34,20,19,12,36,69
TC006498,0,0,0,0,0,0,223,185,61,17,1261,375,239,132,76,516,55,517,74,192,73,139,92,26,46,77
TC006499,1104,878,849,189,28,302,54,136,50,7,216,70,58,203,15,83,271,1454,1096,1078,312,389,358,18,96,558
TC006500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,1,5,1,10,0
TC006501,0,0,0,0,0,0,735,759,868,94,9793,2458,3354,4661,1069,3725,0,2,4,3,11,0,3,1,5,0
TC006506,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006514,575,789,240,154,37,348,483,644,340,48,4880,439,244,263,174,411,119,602,239,186,193,120,136,26,166,343
TC006515,524,316,236,128,156,1256,176,157,53,1,1639,908,485,487,154,521,0,0,0,0,1,0,0,0,0,1
TC006516,2027,1408,1914,473,45,407,82,106,62,9,1959,289,270,126,67,279,0,0,0,1,0,0,0,0,0,0
TC006517,2053,1511,2110,722,96,749,1241,1152,900,135,5003,1038,679,1237,680,1134,76,190,88,77,33,49,45,10,36,81
TC006518,2785,2045,3096,721,203,1145,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006519,10702,8325,11068,3265,1347,7047,8414,5042,12889,105,26611,1877,1163,1600,638,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006521,1066,913,940,324,48,435,30,16,11,1,465,73,90,41,18,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006523,4844,3254,4046,930,176,1584,307,449,183,19,2868,353,340,133,124,447,0,0,0,0,0,0,0,0,0,0
TC006524,1483,1108,1606,423,91,566,298,296,344,22,3374,163,74,157,34,187,41,462,23,79,8,9,4,1,5,5
TC006526,10,3,11,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,23,0,0,12,0,0,6
TC006527,219,299,121,106,24,197,56,58,49,7,304,60,44,31,75,61,67,204,107,80,80,67,64,22,62,132
TC006530,20,22,22,18,6,32,31106,40103,45519,1357,138282,14099,10281,11198,6438,8270,132,714,146,118,124,112,98,28,116,268
TC006532,2540,2192,2398,833,121,677,838,1755,523,73,8029,1932,1540,1234,1580,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006533,52,16,34,5,2,13,55,86,12,6,974,103,116,24,27,106,854,1644,977,1735,511,296,67,11,41,47
TC006542,37,41,25,16,1,8,192,41,85,5,326,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006543,2001,1,105,0,0,855,0,0,0,0,0,0,0,0,0,0,77,314,95,116,49,53,66,24,47,125
TC006544,1679,147,178,28,4,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006547,353,118,375,48,12,70,117,148,99,11,1947,166,185,122,57,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006548,599,545,358,152,20,228,949,506,269,64,590,727,516,359,288,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006549,8914,6291,9008,2072,371,3591,3340,2406,1840,153,14426,3169,1128,1165,1222,2105,9,22,26,32,10,5,24,0,29,15
TC006550,39274,30886,20954,6828,1998,19334,8301,7214,5790,1120,28711,14707,14374,11218,5130,17626,12,26,12,6,0,0,4,4,0,4
TC006553,7979,279,4267,143,6,504,917,579,301,75,1852,555,267,155,30,155,66,99,41,31,49,31,25,10,38,46
TC006554,2203,501,2001,176,38,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006555,90,64,76,20,3,54,55,51,37,11,600,113,177,106,52,66,190,374,295,178,209,200,54,25,105,235
TC006556,559,404,563,178,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006557,2784,1391,2753,568,89,587,3,2,2,0,8,6,0,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006559,3549,1540,3569,568,123,918,322,441,311,49,5891,283,214,237,159,512,261,824,341,428,275,205,807,216,688,1093
TC006560,1847,4312,1443,847,327,3284,1260,1450,2120,106,17581,585,499,761,259,631,0,0,0,0,0,2,0,1,0,2
TC006565,11194,2715,11009,988,64,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006566,848,508,1000,208,64,386,211,180,195,9,467,508,260,790,560,1050,59,112,47,53,35,67,25,1,26,44
TC006567,14122,7796,15114,2949,961,6006,4059,3532,5188,284,36744,6082,7984,7610,2040,7499,108,300,172,197,103,109,164,71,242,305
TC006568,3636,1608,2844,548,50,725,2,0,0,0,13,0,0,0,0,0,197,599,172,335,308,170,217,41,217,172
TC006574,2901,3333,1812,555,276,3315,111,99,45,17,1034,322,170,44,42,201,231,1548,606,1275,792,378,1230,237,1428,1416
TC006575,0,0,0,0,0,0,111,99,45,17,1034,322,170,44,42,201,231,1548,606,1275,792,378,1230,237,1428,1416
TC006578,3,3,4,1,1,0,10,11,13,0,41,97,0,46,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006582,68,12,2,2,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006588,56148,43994,66942,17160,16,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006589,59461,41325,65485,16224,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006591,3119,3366,1700,839,185,2360,0,0,0,0,0,0,0,0,0,0,249,655,344,288,260,167,203,51,293,416
TC006592,6132,2450,6552,637,98,966,19531,14762,4733,270,34498,10908,480,732,2414,1368,65,86,58,98,2,17,67,4,15,18
TC006593,555107,11578,480788,9863,315,13447,19531,14762,4733,270,34498,10908,480,732,2414,1368,65,86,58,98,2,17,67,4,15,18
TC006594,15675,22819,16636,8268,2242,16057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006596,26423,33654,27871,13019,2537,18700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006597,27278,22108,28169,8053,1804,14947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006599,1419,1591,1439,609,123,748,99,121,41,12,923,161,138,176,116,275,210,824,240,843,203,88,95,11,110,83
TC006600,28,14,19,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006604,0,0,0,0,0,0,1103,1015,710,91,6995,1952,1167,553,501,935,238,661,397,464,58,106,49,11,13,86
TC006610,17247,18324,15466,8557,2447,18767,10021,8335,5040,430,82082,8822,2892,1881,2713,5176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006616,1503,9,117,0,0,572,0,0,0,0,0,0,0,0,0,0,94,262,162,172,90,103,158,54,134,174
TC006621,2291,1408,1939,357,39,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,189,53,86,53,28,30,22,56,60
TC006622,916,534,939,231,30,269,22,35,15,0,342,78,110,45,33,22,22,151,47,38,44,37,18,9,38,55
TC006623,5515,2845,5618,1259,300,2060,321,436,602,14,1691,406,215,211,123,392,1,0,0,1,0,0,1,0,2,2
TC006624,8985,5503,9553,2332,422,3865,225,217,167,18,1288,282,186,157,160,307,21,299,81,141,60,12,54,6,88,71
TC006625,6295,2632,5933,1141,142,1152,383,349,108,16,3718,371,203,184,130,364,0,6,18,7,7,2,2,1,2,18
TC006626,838,354,820,146,6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006627,314,222,265,78,7,35,1,0,1,0,0,55,20,44,0,47,960,3997,1219,1433,1176,783,1006,254,1076,1230
TC006628,12,4,8,0,0,0,288,273,189,35,1581,544,274,149,257,293,0,26,6,8,4,4,408,56,210,172
TC006629,55,49,32,10,0,54,1,3,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006630,6036,4941,4545,1590,273,2325,307,423,179,34,1954,912,1021,861,414,1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006631,0,0,0,0,0,0,2041,1771,779,119,17328,2757,1653,1130,672,3206,99,900,234,1303,117,280,359,70,127,189
TC006634,310,35,20,8,3,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006640,15,13,9,0,0,9,0,0,0,0,0,13,0,0,0,2,117,322,167,154,114,56,139,60,121,266
TC006642,0,0,0,0,0,0,1,47,1,0,3,74,36,324,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006643,0,0,0,0,0,0,20,16,5,1,79,244,110,0,0,338,211,444,249,198,149,170,166,68,177,465
TC006645,821,698,744,171,12,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006647,199,81,85,22,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006652,7530,4355,7794,1870,846,3841,8835,6822,7886,894,62300,1881,1408,1503,777,1898,0,0,0,0,0,0,0,0,0,0
TC006653,4918,2948,4903,1279,211,1150,74,89,24,5,282,35,3,43,14,53,0,0,0,1,1,0,0,0,0,2
TC006656,16,27,4,2,60,751,197,116,81,23,986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TC006664,13153,31613,8119,7322,1363,16531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006673,2952,3740,2706,796,95,1196,974,764,330,99,985,1925,1209,556,556,1752,19,234,38,50,13,17,20,5,4,37
TC006674,925,11,83,4,1,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006676,2275,1538,1596,409,62,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006677,22988,12528,22412,4773,712,5313,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006678,977,391,922,139,25,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC006679,134,69,59,33,3,44,3,1,1,0,5,0,0,0,0,0,5,13,5,10,11,4,20,3,72,44
